Location,Size,Price (CZK),Link,Total price,Order ID,Update,Building,Property status,Ownership,Property location,Floor,Usable area,Floorage,Balcony,Move-in date,Water,Heating,Gas,Electricity,Transportation,Energy Performance Rating,Energy Performance Certificate,Loft,Furnished,Elevator,Flat type,Terrace,Cellar,Parking,Energy Performance Indicator,Price,Garden area,Cost of living,Garage,Barrier-free access,Loggia,Reconstruction year,Waste,Telecommunications,Annuity,Acquisition of title,Final building approval year,Road,Built-up area,Construction completion date,Note on the price,ID,Discounted,Original cost,Sales commencement date,Visit site date,Visit site date to,Basin area,Basin,Status,Ceiling height,Share size,Number of owners,Starting price,Expert judgement,Minimum Bid,Auction principal,Type of auction,Venue auction,Auction sale date,1st site visit date,2nd site visit date,Advertisement of auction,Number of flats,Share size of common area
"Osadní, Praha 7 - Holešovice",For sale apartment 4+kt 139 m²,17900000,https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-holesovice-osadni/1313555788,17 900 000 CZK per property,B.HL.135,12.09.2024,Brick,New homes,Personal,,7. floor,139 m2,,16 m2,,,,,,,Class B,,,Partially,,,18 m2,8 m2,1,,,,,,,,,,,,,,,,,,,,,,,,,,Reserved,,,,,,,,,,,,,,,
"Komořanská, Praha",For sale apartment 2+kt 58 m²,7699963,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha--komoranska/1686344268,7 699 963 CZK per property,3000574,27.08.2024,Framed structure,Under construction,Personal,,3. floor of total 6 including 1 underground,58 m2,51 m2,,30.01.2026,Water supply,,Gas pipeline,230 V,Urban public transportation,Class A,,,,,,10 m2,,,,,88 m2,,,,,,Wastewater trap,"Phone, Internet",,,,,237 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"V Třešňovce, Praha 9 - Hrdlořezy",For sale apartment 1+kt 41 m²,6414139,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-hrdlorezy-v-tresnovce/2343801420,6 414 139 CZK per property,,19.09.2024,Framed structure,New homes,Personal,Quiet part of municipality,9. floor of total 10 including 3 underground,41 m2,43 m2,3 m2,,Water supply,Central district heating,,230 V,Urban public transportation,Class B,Open Energy Performance Certificate,,,,,,4 m2,1,77.0 kWh/m^2 /year,,,"Poplatky 3.300,-Kč/měs. (zálohy na vodné/stočné, vytápění, společné prostory,..). Elektřina bude přepsána na nájemce.",,,,,Sewerage,Internet,,,2024,Asphalt,,,,2343801420,,,,,,,,,,,,,,,,,,,,,,,
"V mezihoří, Praha 8 - Libeň",For sale apartment 2+kt 67 m²,8899000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-liben-v-mezihori/1725735500,8 899 000 CZK per property,00398,09.09.2024,Brick,In very good condition,Personal,Quiet part of municipality,1. floor,67 m2,,,,Water supply,Central gas,Gas pipeline,230 V,"Train, Highway, Road, Urban public transportation, Bus",Class C Coll. 264/2020 complying with,Open Energy Performance Certificate,,Partially,,,14 m2,4 m2,,87.0 kWh/m^2 /year,,,Cca 5000 Kč/měs.,,,,,Sewerage,Internet,,,2013,Asphalt,,,,,,,,,,,,Reserved,,,,,,,,,,,,,,,
"V Třešňovce, Praha 9 - Hrdlořezy",For sale apartment 2+kt 50 m²,8047422,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-hrdlorezy-v-tresnovce/3618869836,8 047 422 CZK per property,,19.09.2024,Framed structure,New homes,Personal,Quiet part of municipality,9. floor of total 10 including 3 underground,50 m2,53 m2,6 m2,,Water supply,Central district heating,,230 V,Urban public transportation,Class B,Open Energy Performance Certificate,,,,,,4 m2,1,77.0 kWh/m^2 /year,,,"Poplatky 4.000,-Kč/měs. (zálohy na vodné/stočné, vytápění, společné prostory,..). Elektřina bude přepsána na nájemce.",,,,,,Internet,,,2024,Asphalt,,,,3618869836,,,,,,,,,,,,,,,,,,,,,,,
"Bednářská, Praha 8 - Libeň",For sale apartment 2+1 58 m²,5740000,https://www.sreality.cz/en/detail/sale/flat/2+1/praha-liben-bednarska/3668152908,5 740 000 CZK per property,,01.10.2024,Brick,In good condition,Personal,Quiet part of municipality,5. floor of total 5,58 m2,,,,Water supply,"Local gas, Local electric",Gas pipeline,230 V,"Road, Urban public transportation, Bus",Class F,Open Energy Performance Certificate,,,,,,5 m2,,,,,,,,,,Sewerage,"Phone, Internet",,,,Asphalt,,,,3668152908,,,,,,,,Sold,,,,,,,,,,,,,,,
"Plzeňská, Praha 5 - Smíchov",For sale apartment 3+kt 68 m²,11979130,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-smichov-plzenska/1528410700,11 979 130 CZK per property,605988,18.09.2024,Framed structure,New homes,Personal,Municipality centre,2. floor of total 6,68 m2,68 m2,7 m2,31.12.2025,,,,,,Class A,,,,,,,,,,,62 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Varšavská, Praha 2 - Vinohrady",For sale apartment 2+kt 55 m²,Information about price at agency,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-vinohrady-varsavska/3564806732,,LS116,27.08.2024,Brick,New homes,Personal,,2. floor,55 m2,,,Immediately,,,,,,Class B Coll. 264/2020 complying with,,,,,,,,,89.0 kWh/m^2 /year,Info on price at REA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Egyptská, Praha 6 - Vokovice",For sale apartment 2+1 56 m²,6100000,https://www.sreality.cz/en/detail/sale/flat/2+1/praha-vokovice-egyptska/2864943692,6 100 000 CZK per property,0010-NP04490,30.09.2024,Panel,In very good condition,Cooperative,,4. floor of total 8,56 m2,56 m2,,,Water supply,,,230 V,,Class C Coll. 264/2020 complying with,,,,,,,,,,,,,,,,,Sewerage,,,No,1964,,213 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kpt. Stránského, Praha 9 - Černý Most",For sale apartment 4+1 80 m²,7950000,https://www.sreality.cz/en/detail/sale/flat/4+1/praha-cerny-most-kpt--stranskeho/2395181644,7 950 000 CZK per property,,25.09.2024,Panel,In very good condition,Personal,Housing development,7. floor of total 9 including 1 underground,80 m2,80 m2,,,Water supply,Central district heating,,230 V,"Highway, Road, Urban public transportation, Bus",Class C,Open Energy Performance Certificate,,,,,,3 m2,,,,,"zálohy za služby 7.145,-Kč vč, FO 2.808,-Kč + vlastní spotřeba el. energie",,,4 m2,,Sewerage,"Internet, Cable TV",,,,"Concrete, Asphalt",,,,2395181644,,,,,,,,Reserved,,,,,,,,,,,,,,,
"Neklanova, Praha 2 - Vyšehrad",For sale apartment 3+kt 105 m²,17212324,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-vysehrad-neklanova/4055674204,17 212 324 CZK per property,N00008,27.08.2024,Framed structure,New homes,Personal,Quiet part of municipality,6. floor of total 7 including 2 underground,105 m2,105 m2,,,,Central gas,Gas pipeline,230 V,"Train, Road, Urban public transportation, Bus",Class B Coll. 78/2013 complying with,Open Energy Performance Certificate,,,,,,,16,,,,,,,3 m2,,Sewerage,"Phone, Internet, Satellite, Other",,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hodonínská, Praha 4 - Michle",For sale apartment 1+kt 40 m²,6850000,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-michle-hodoninska/3584205388,6 850 000 CZK per property,N04527,10.09.2024,Framed structure,New homes,Personal,,3. floor,40 m2,33 m2,,,Water supply,,,,,Class B Coll. 78/2013 complying with,,,Partially,,,6 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milínská, Praha 10 - Záběhlice",For sale apartment 1+kt 34 m²,5945385,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-zabehlice-milinska/4145902924,5 945 385 CZK per property,107-08-007,29.08.2024,Framed structure,New homes,Personal,,2. floor of total 7 including 2 underground,34 m2,36 m2,4 m2,,,,,230 V,"Train, Road, Urban public transportation, Bus",Class B Coll. 78/2013 complying with,Open Energy Performance Certificate,,,,,,,,86.0 kWh/m^2 /year,,,,,,,,Sewerage,"Phone, Internet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Šimáčkova, Praha 7 - Holešovice",For sale apartment 1+kt 32 m²,6700000,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-holesovice-simackova/3583001932,6 700 000 CZK per property,N106153,27.08.2024,Mixed,Renovated,Personal,Busy part of municipality,1. floor of total 5 including 1 underground,32 m2,,,,,,,,"Urban public transportation, Bus",Class F Coll. 78/2013 complying with,Open Energy Performance Certificate,,,,,,3 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tomášská, Praha 1 - Malá Strana",For sale apartment 3+1 77 m²,Information about price at agency,https://www.sreality.cz/en/detail/sale/flat/3+1/praha-mala-strana-tomasska/2811077196,,N106624,09.09.2024,Brick,For renovation,Personal,,2. floor of total 4,77 m2,,,,,,,,"Urban public transportation, Bus",Class G Coll. 78/2013 complying with,,,,,,,,,,Info on price at REA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"U Rajské zahrady, Praha 3 - Žižkov",For sale apartment 2+kt 82 m²,Information about price at agency,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-zizkov-u-rajske-zahrady/929068108,,N95221,27.08.2024,Brick,Renovated,Personal,Municipality centre,2. floor of total 6 including 1 underground,82 m2,82 m2,,Immediately,Water supply,Local gas,Gas pipeline,230 V,"Train, Road, Urban public transportation, Bus",Class G Coll. 78/2013 complying with,,,,,,,,,,Info on price at REA,,,,,,2021,Sewerage,,,,,Paved,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Na domovině, Praha 4 - Libuš",For sale apartment 1+1 39 m²,4700000,https://www.sreality.cz/en/detail/sale/flat/1+1/praha-libus-na-domovine/771985996,4 700 000 CZK per property,N2416099,28.08.2024,Panel,In very good condition,Personal,Quiet part of municipality,5. floor of total 8,39 m2,,,,,Central district heating,Gas pipeline,,,Class C Coll. 264/2020 complying with,,,Partially,,,,,,,,,,,,,,Sewerage,,,,1980,,866 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jaromíra Vejvody, Praha - Zbraslav",For sale apartment 1+kt 33 m²,4090000,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-zbraslav-jaromira-vejvody/2248381004,4 090 000 CZK per property,N2416121,21.09.2024,Brick,In very good condition,Personal,Quiet part of municipality,1. floor of total 4,33 m2,,2 m2,25.10.2024,Water supply,Central gas,Gas pipeline,230 V,"Road, Urban public transportation, Bus",Class G Coll. 264/2020 complying with,,,,,,,,,,,,,,,,,Sewerage,,,,2004,Asphalt,330 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
Praha 10 - Uhříněves,For sale apartment 3+kt 62 m²,8290000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-uhrineves-/652640844,8 290 000 CZK per property,1270,21.09.2024,Brick,In very good condition,Personal,Municipality centre,2. floor of total 7,62 m2,62 m2,,Immediately,"Local water source, Water supply",,Gas pipeline,,,Class C Coll. 264/2020 complying with,,,Partially,,,,4 m2,1,,,,,,,3 m2,,Sewerage,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kryšpínova, Praha - Dolní Měcholupy",For sale apartment 4+kt 150 m²,13490000,https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-dolni-mecholupy-kryspinova/819954252,13 490 000 CZK per property,N2416165,10.09.2024,Mixed,New homes,Personal,,1. floor of total 7,150 m2,,,,,,Gas pipeline,230 V,,Class B Coll. 264/2020 complying with,,,,,,26 m2,,2,,,,,,,,,Sewerage,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"V Třešňovce, Praha 9 - Hrdlořezy",For sale apartment 1+kt 40 m²,6315300,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-hrdlorezy-v-tresnovce/3028521548,6 315 300 CZK per property,,19.09.2024,Framed structure,New homes,Personal,Quiet part of municipality,9. floor of total 10 including 3 underground,40 m2,42 m2,2 m2,,Water supply,Central district heating,,230 V,Urban public transportation,Class B,Open Energy Performance Certificate,,,,,,4 m2,1,77.0 kWh/m^2 /year,,,"Měsíční poplatky SVJ 3.200,-Kč (zálohy na vodné/stočné, vytápění, úklid spol.prostor,..)",,,,,Sewerage,Internet,,,2024,Asphalt,,,,3028521548,,,,,,,,,,,,,,,,,,,,,,,
"V Třešňovce, Praha 9 - Hrdlořezy",For sale apartment 2+kt 54 m²,8558902,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-hrdlorezy-v-tresnovce/4239626828,8 558 902 CZK per property,,19.09.2024,Framed structure,New homes,Personal,Quiet part of municipality,9. floor of total 10 including 3 underground,54 m2,57 m2,5 m2,,,Central district heating,,230 V,Urban public transportation,Class B,Open Energy Performance Certificate,,,,,,4 m2,1,77.0 kWh/m^2 /year,,,"Poplatky 4.300,-Kč/měs. (zálohy na vodné/stočné, vytápění, společné prostory,..). Elektřina bude přepsána na nájemce.",,,,,Sewerage,Internet,,,2024,Asphalt,,,,4239626828,,,,,,,,,,,,,,,,,,,,,,,
"Milotická, Praha - Zličín",For sale apartment 3+kt 78 m²,Information about price at agency,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-zlicin-miloticka/1681101388,,R288,Yesterday,Mixed,In very good condition,Personal,Housing development,2. floor of total 7,78 m2,198 m2,,Immediately,Water supply,Central district heating,,,Urban public transportation,Class C Coll. 264/2020 complying with,Open Energy Performance Certificate,,,,,52 m2,4 m2,1,,Info on price at REA,64 m2,,,,,,Sewerage,,,,2013,Asphalt,,,price for a broker,,,,,,,,,,,,,,,,,,,,,,,,
"Kuťatská, Praha - Královice",For sale apartment 2+1 54 m²,5996100,https://www.sreality.cz/en/detail/sale/flat/2+1/praha-kralovice-kutatska/1663322972,5 996 100 CZK per property,000022,26.08.2024,Brick,Under construction,Personal,,1. floor of total 2,54 m2,54 m2,,Immediately,Water supply,Other,,"230 V, 400 V",,Class B Coll. 78/2013 complying with,,,,,,2 m2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milánská, Praha 10 - Horní Měcholupy",For sale apartment 2+kt 54 m²,2145363,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-horni-mecholupy-milanska/2372440652,2 145 363 CZK per property,1534,16.09.2024,Prefab,New homes,Cooperative,Periphery of municipality,7. floor of total 7 including 2 underground,54 m2,,5 m2,,,,,400 V,"Train, Urban public transportation",Class B,,,,,,,2 m2,,,,,32 315,,,,,,"Internet, Cable TV",5958574 Kč,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"U Průhonu, Praha 7 - Holešovice",For sale apartment 4+kt 89 m²,18276950,https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-holesovice-u-pruhonu/2742260300,18 276 950 CZK per property,529100,23.09.2024,Mixed,New development projects,Personal,,6. floor of total 6,89 m2,,,Immediately,,,,,,Class B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K Netlukám, Praha 10 - Uhříněves",For sale apartment 2+kt 57 m²,6900000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-uhrineves-k-netlukam/1806082636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zárubova, Praha 4 - Kamýk",For sale apartment 2+1 63 m²,6350000,https://www.sreality.cz/en/detail/sale/flat/2+1/praha-kamyk-zarubova/1472349516,6 350 000 CZK per property,23002,26.08.2024,Panel,In very good condition,Personal,Municipality centre,8. floor of total 8,63 m2,63 m2,,,,Central gas,Gas pipeline,,,Class C Coll. 264/2020 complying with,,,Partially,,,,2 m2,,,,,,,,6 m2,,Sewerage,,,,1980,,468 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Přesličková, Praha - Záběhlice",For sale apartment 3+1 77 m²,8700000,https://www.sreality.cz/en/detail/sale/flat/3+1/praha-zabehlice-preslickova/2305004108,8 700 000 CZK per property,PH0008,27.08.2024,Panel,Renovated,Personal,,1. floor of total 7,77 m2,,,,,,,,,Class G,,,,,,,,,,,,,,,3 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Malešická, Praha 3 - Žižkov",For sale apartment 2+kt 51 m²,6940500,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-zizkov-malesicka/98476620,6 940 500 CZK per property,224347,30.09.2024,Mixed,New homes,Personal,,1. floor of total 6,51 m2,51 m2,,,Local water source,Central gas,,230 V,"Train, Highway, Road, Urban public transportation, Bus",Class B,,,,,,,,,85.0 kWh/m^2 /year,,29 m2,,,,,,Sewerage,"Internet, Cable distribution",,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Obětí 6. května, Praha 4 - Krč",For sale apartment 1+kt 27 m²,4300000,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-krc-obeti-6--kvetna/3546518092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Obětí 6. května, Praha 4 - Krč",For sale apartment 1+1 33 m²,4900000,https://www.sreality.cz/en/detail/sale/flat/1+1/praha-krc-obeti-6--kvetna/543396428,4 900 000 CZK per property,0262-NP00432,01.10.2024,Brick,For renovation,Personal,Municipality centre,5. floor of total 5,33 m2,38 m2,,,,,Gas pipeline,,Urban public transportation,Class G Coll. 264/2020 complying with,,,,,,,5 m2,,,,,,,,,,Sewerage,,,,1945,,48 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kardausova, Praha - Dolní Měcholupy",For sale apartment 4+kt 108 m²,12302677,https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-dolni-mecholupy-kardausova/1134334540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kardausova, Praha - Dolní Měcholupy",For sale apartment 4+kt 117 m² (Mezonet),14999443,https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-dolni-mecholupy-kardausova/3030159948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kardausova, Praha - Dolní Měcholupy",For sale apartment 4+kt 118 m²,14276574,https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-dolni-mecholupy-kardausova/2458686028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neklanova, Praha 2 - Vyšehrad",For sale apartment 3+kt 102 m²,11950000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-vysehrad-neklanova/3367801420,11 950 000 CZK per property,N105038,26.08.2024,Brick,Renovated,Personal,,4. floor of total 5,102 m2,,,,Water supply,Central gas,Gas pipeline,230 V,"Train, Highway, Road, Urban public transportation, Bus",Class E Coll. 78/2013 complying with,Open Energy Performance Certificate,,,,,,,,,,,,,,,2024,Sewerage,,,,,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Čimická, Praha 8 - Kobylisy",For sale apartment 3+1 61 m²,6950000,https://www.sreality.cz/en/detail/sale/flat/3+1/praha-kobylisy-cimicka/4290548300,6 950 000 CZK per property,648746,27.09.2024,Brick,In good condition,Personal,,3. floor of total 4,61 m2,61 m2,,,,Other,,,,Class E,,,,,,,,,106.0 kWh/m^2 /year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jindřišská, Praha - Nové Město",For sale apartment 4+1 130 m²,19900000,https://www.sreality.cz/en/detail/sale/flat/4+1/praha-nove-mesto-jindrisska/3151794764,19 900 000 CZK per property,2064,23.09.2024,Mixed,For renovation,Personal,,2. floor of total 4,130 m2,130 m2,,Immediately,Water supply,Local gas,Gas pipeline,,,Class G Coll. 264/2020 complying with,,,,,,,,,,,,,,,,,Sewerage,,,,1919,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ke Strašnické, Praha 10 - Strašnice",For sale apartment 2+kt 41 m²,5950000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-strasnice-ke-strasnicke/7447116,5 950 000 CZK per property,62962,30.09.2024,Panel,In good condition,Personal,,10. floor,41 m2,,,Immediately,Water supply,Central district heating,,,"Road, Urban public transportation, Bus",Class G,,,Partially,,,,2 m2,,,,,2800,,,,2023,Sewerage,"Phone, Internet, Other",,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"V Předním Hloubětíně, Praha - Vysočany",For sale apartment 2+kt 62 m²,8100000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-vysocany-v-prednim-hloubetine/3185349196,8 100 000 CZK per property,0169,26.08.2024,Brick,New homes,Personal,,3. floor of total 9 including 2 underground,62 m2,57 m2,4 m2,,Water supply,Central gas,,,"Train, Highway, Urban public transportation, Bus",Class C Coll. 264/2020 complying with,,,,,,,3 m2,,,,,,1,,,,Sewerage,"Phone, Internet, Satellite, Cable TV, Cable distribution",,,2025,,161 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"V Předním Hloubětíně, Praha - Vysočany",For sale apartment 2+kt 62 m²,8300000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-vysocany-v-prednim-hloubetine/568103500,8 300 000 CZK per property,0170,26.08.2024,Brick,New homes,Personal,,4. floor of total 9 including 2 underground,62 m2,57 m2,,,Water supply,Central gas,,,"Train, Highway, Urban public transportation, Bus",Class C Coll. 264/2020 complying with,,,,,,,3 m2,,,,,,1,,4 m2,,Sewerage,"Phone, Internet, Satellite, Cable TV, Cable distribution",,,2025,,161 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"V Předním Hloubětíně, Praha - Vysočany",For sale apartment 3+kt 83 m²,11300000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-vysocany-v-prednim-hloubetine/3621556812,11 300 000 CZK per property,0171,26.08.2024,Brick,New homes,Personal,,4. floor of total 9 including 2 underground,83 m2,73 m2,5 m2,,Water supply,Central gas,,,"Train, Highway, Urban public transportation, Bus",Class C Coll. 264/2020 complying with,,,,,,,3 m2,,,,,,1,,5 m2,,Sewerage,"Phone, Internet, Satellite, Cable TV, Cable distribution",,,2025,,161 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"V Předním Hloubětíně, Praha - Vysočany",For sale apartment 3+kt 83 m²,11700000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-vysocany-v-prednim-hloubetine/734827084,11 700 000 CZK per property,0173,26.08.2024,Brick,New homes,Personal,,6. floor of total 9 including 2 underground,83 m2,73 m2,5 m2,,Water supply,Central gas,,,"Train, Highway, Urban public transportation, Bus",Class C Coll. 264/2020 complying with,,,,,,,3 m2,,,,,,1,,5 m2,,Sewerage,"Phone, Internet, Satellite, Cable TV, Cable distribution",,,2025,,161 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"V Předním Hloubětíně, Praha - Vysočany",For sale apartment 2+kt 61 m²,8900000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-vysocany-v-prednim-hloubetine/1489801804,8 900 000 CZK per property,0174,26.08.2024,Brick,New homes,Personal,,6. floor of total 9 including 2 underground,61 m2,57 m2,,,Water supply,Central gas,,,"Train, Highway, Urban public transportation, Bus",Class C Coll. 264/2020 complying with,,,,,,,3 m2,,,,,,1,,4 m2,,Sewerage,"Phone, Internet, Satellite, Cable TV, Cable distribution",,,2025,,161 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"V Předním Hloubětíně, Praha - Vysočany",For sale apartment 2+kt 53 m²,8650000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-vysocany-v-prednim-hloubetine/4006384204,8 650 000 CZK per property,0180,26.08.2024,Brick,New homes,Personal,,8. floor of total 9 including 2 underground,53 m2,53 m2,,,Water supply,Central gas,,,"Train, Highway, Urban public transportation, Bus",Class C Coll. 264/2020 complying with,,,,,,,3 m2,,,,,,1,,,,Sewerage,"Phone, Internet, Satellite, Cable TV, Cable distribution",,,2025,,161 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Za Zámečkem, Praha 5 - Jinonice",For sale apartment 1+kt 46 m²,6750000,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-jinonice-za-zameckem/2019706188,,897326,Yesterday,Brick,New homes,Personal,,2. floor of total 4,46 m2,46 m2,5 m2,,Water supply,Central gas,,230 V,,Class C Coll. 148/2007 complying with,,,Partially,,,,2 m2,1,,,,,,,,,Sewerage,"Phone, Internet",,,,,,,,,6 500 000 CZK per property,6 750 000 CZK,,,,,,,,,,,,,,,,,,,,,
"Mezi Vodami, Praha 4 - Modřany",For sale apartment 1+kt 41 m²,5248699,https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-modrany-mezi-vodami/2261553740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Slávy Horníka, Praha 5 - Košíře",For sale apartment 2+kt 69 m²,7500000,https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-kosire-slavy-hornika/3979752780,7 500 000 CZK per property,20242,26.08.2024,Brick,In good condition,Personal,Quiet part of municipality,-1. floor of total 5 including 3 underground,69 m2,,2 m2,,Water supply,,,230 V,"Road, Urban public transportation, Bus",Class D Coll. 78/2013 complying with,Open Energy Performance Certificate,,Partially,,,,,,114.1 kWh/m^2 /year,,,3926,,,,,Sewerage,Internet,,,,Asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korunní, Praha 3 - Vinohrady",For sale apartment 3+kt 67 m²,10900000,https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-vinohrady-korunni/772760908,10 900 000 CZK per property,20244,26.08.2024,Brick,In very good condition,Cooperative,Municipality centre,2. floor of total 6 including 1 underground,67 m2,,,,Water supply,Local electric,,230 V,"Train, Highway, Road, Urban public transportation, Bus",Class G,,,Partially,,,,,,,,,,,,,,Sewerage,"Phone, Internet, Satellite",,No,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Talichova, Praha 6 - Břevnov",For sale apartment 3+1 72 m²,10500000,https://www.sreality.cz/en/detail/sale/flat/3+1/praha-brevnov-talichova/4028871244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jindřicha Plachty, Praha 5 - Smíchov",For sale apartment 4+kt 147 m² (Mezonet),Information about price at agency,https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-smichov-jindricha-plachty/3858534988,,904840,Today,Brick,Renovated,Personal,,5. floor of total 6,147 m2,135 m2,,,Water supply,,Gas pipeline,,,Class E Coll. 78/2013 complying with,,,,,Mezonet,12 m2,,,195.0 kWh/m^2 /year,Info on price at REA,,,,,,,Sewerage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Šmolíkova, Praha 6 - Ruzyně",For sale apartment 3+1 77 m²,7700000,https://www.sreality.cz/en/detail/sale/flat/3+1/praha-ruzyne-smolikova/1094488652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nosická, Praha 10 - Strašnice",For sale apartment 2+1 54 m²,5600000,https://www.sreality.cz/en/detail/sale/flat/2+1/praha-strasnice-nosicka/1732022860,5 600 000 CZK per property,N106864,04.09.2024,Brick,In very good condition,Cooperative,Housing development,4. floor of total 4 including 1 underground,54 m2,54 m2,,,Water supply,"Central electric, Other",,230 V,"Train, Highway, Road, Urban public transportation, Bus",Class C Coll. 78/2013 complying with,,,,,,,2 m2,,,,,2000,,,,2017,Sewerage,,,Yes,,Asphalt,,,,,,,,,,,,Reserved,,,,,,,,,,,,,,,
